,ticker,name,sector,Earnings_expectation,irv_status,capm_status,esg_status,current_price,annu_return_10y,market_cap,marketcap_cat,beta,eps_ttm,growth_estimate_5y,pe_forward,pe_trailing,irv_FairValue,ESG_risk,capm_expected_return,AHV_5y,annu_return_5y,sharpe
197,TROW,"T. Rowe Price Group, Inc.",Financial Services,Increase,Above Fair Price,UnderValued,Sustainable,142.56,0.1207240989668463,32674465792.0,Large,1.22,13.27,0.122,10.678651,10.743029,57.09825349549318,16.74,0.1675021902068589,0.3004119014738969,0.1934409508428132,0.648
317,CG,The Carlyle Group Inc.,Financial Services,Decrease,Below Fair Price,UnderValued,No Data,44.83,0.1390043558347886,15980192768.0,Large,1.43,7.73,0.2826,11.041872999999999,5.799483,59.85209202753225,999.0,0.1930296163900067,0.3634199465564457,0.27629609219768314,0.813
360,CSWC,Capital Southwest Corporation,Financial Services,Increase,Above Fair Price,UnderValued,No Data,24.42,0.0822355641356304,569987200.0,Small,1.28,1.74,0.01,12.65285,14.034482999999998,3.796011087661618,999.0,0.1747957405449011,0.3309477568510783,0.1985922555869457,0.48
681,NMIH,NMI Holdings Inc,Financial Services,Increase,Above Fair Price,UnderValued,No Data,23.75,0.0542741493930731,2036457984.0,Small,1.66,2.535,0.2264999999999999,7.4451410000000005,9.368836,21.20122790046736,999.0,0.2209882260191686,0.5018142884960437,0.1542330150009077,0.45
800,SAMG,Silvercrest Asset Management Gr,Financial Services,Increase,Above Fair Price,UnderValued,No Data,17.15,0.0733707621123884,165552544.0,Small,0.71,1.192,0.121,9.171123,14.387583,6.814030167049746,999.0,0.1055070123334998,0.4681326527172572,0.07992112898281323,0.402
838,SNEX,StoneX Group Inc.,Financial Services,Increase,Above Fair Price,UnderValued,No Data,77.3,0.1253246763179047,1541957248.0,Small,1.2,5.74,0.19,10.980114,13.4669,52.576493876697384,999.0,0.1650710067608448,0.381420580775372,0.15567255918972278,0.466
869,TBBK,"The Bancorp, Inc.",Financial Services,Increase,Above Fair Price,UnderValued,No Data,29.29,0.1266267010191772,1668956032.0,Small,1.3,1.825,0.12,13.497696,16.049314000000003,11.544389946964829,999.0,0.1772269239909152,0.5377956745607518,0.4043024166854248,0.894
191,SYY,Sysco Corporation,Consumer Defensive,Increase,Below Fair Price,UnderValued,Sustainable,84.05,0.1434563483166153,43088740352.0,Large,1.34,1.3319999999999999,0.5309,19.964370000000002,63.1006,551.7579028084532,12.14,0.1820892908829433,0.3614809557596153,0.13009768848561398,0.435
312,CELH,"Celsius Holdings, Inc.",Consumer Defensive,Increase,Below Fair Price,OverValued,No Data,55.8575,0.7174227141329933,4178984448.0,Small,2.0,0.11,0.672,146.99342,507.79544000000004,810.7694590166813,999.0,0.262318344601408,0.7294760193308611,0.799096361739944,1.007
42,CE,Celanese Corporation Celanese C,Basic Materials,Decrease,Below Fair Price,UnderValued,Not Sustainable,142.86,0.1334707248134681,15553310720.0,Large,1.27,24.791999999999998,0.2942,9.058972,5.762343,206.82958930622712,30.53,0.1735801488218941,0.3260159304299232,0.12041195545435725,0.44
82,FCX,"Freeport-McMoRan, Inc.",Basic Materials,Increase,Below Fair Price,UnderValued,Not Sustainable,42.74,0.0189448325592931,62762409984.0,Large,2.07,2.641,0.289,12.039437,16.183264,59.676070375260316,34.5,0.2708274866624572,0.5076432725280805,0.2349864904899533,0.736
129,LYB,LyondellBasell Industries NV,Basic Materials,Decrease,Below Fair Price,UnderValued,Average,100.59,0.1603404664625103,33474742272.0,Large,1.47,17.121,0.4700999999999999,6.613411999999999,5.875241,458.52830785930365,24.89,0.1978919832820349,0.3986846726592986,0.08668700000573648,0.413
157,NUE,Nucor Corporation,Basic Materials,Increase,Below Fair Price,UnderValued,Not Sustainable,122.64,0.142525608164252,35050389504.0,Large,1.44,16.577,0.3499,7.3349285,7.398202400000001,259.4394191100064,36.58,0.1942452081130137,0.3603220591011265,0.19317364879766827,0.611
271,BCPC,Balchem Corporation,Basic Materials,Increase,Below Fair Price,OverValued,No Data,139.99,0.1525565857171666,4533100544.0,Small,0.62,2.86,0.24,33.410503000000006,48.947556,137.90552078259134,999.0,0.0945666868264364,0.2854273272478589,0.10863396607635667,0.421
507,HDSN,"Hudson Technologies, Inc.",Basic Materials,Decrease,Below Fair Price,UnderValued,No Data,4.18,0.0344178346368497,183793344.0,Small,1.17,0.46799999999999997,0.3,16.72,8.931623,6.300221934664232,999.0,0.1614242315918236,0.9001309204714666,-0.12266753616406913,0.403
636,METC,"Ramaco Resources, Inc.",Basic Materials,Increase,Above Fair Price,UnderValued,No Data,15.26,0.0119557533722933,673109440.0,Small,1.17,0.371,0.0423,2.9459459999999997,41.132076,3.149043212491008,999.0,0.1614242315918236,0.6941157351198625,0.0013249001424422426,0.45
690,NTIC,Northern Technologies Internati,Basic Materials,Increase,Above Fair Price,UnderValued,No Data,13.28,0.0628051222248877,122221816.0,Small,1.05,0.64,0.2,11.547825999999999,20.75,9.739097880153627,999.0,0.1468371309157392,0.4814557850530114,0.132094409284081,0.422
722,PAAS,Pan American Silver Corp.,Basic Materials,Increase,Above Fair Price,UnderValued,No Data,23.49,0.0077165333749944,4940252160.0,Small,1.1,1.2,0.1714,10.628959,19.574999,13.864985284293576,999.0,0.1529150895307744,0.4913366401982127,0.03680677392429965,0.404
809,SCHN,"Schnitzer Steel Industries, Inc",Basic Materials,Increase,Above Fair Price,UnderValued,No Data,41.58,0.0198444548901406,1156909440.0,Small,1.52,5.657,0.1,5.7669907,7.350186,13.935036659642256,999.0,0.2039699418970701,0.47238746088569605,0.15605224601493406,0.587
852,SSRM,SSR Mining Inc.,Basic Materials,Increase,Above Fair Price,UnderValued,No Data,19.525,0.0061115746117599,4135609856.0,Small,1.04,1.128,-0.2683,12.678572,17.309397,0.166831469386844,999.0,0.1456215391927321,0.4666431799610675,0.12297439642314735,0.467
855,STLD,"Steel Dynamics, Inc.",Basic Materials,Increase,Below Fair Price,UnderValued,Not Sustainable,63.23,0.1863018361931798,12548057088.0,Large,1.51,11.005,0.3632,5.06245,5.74557,146.0995253526799,34.29,0.20275435017406304,0.4115056250298424,0.15911809459815585,0.577
878,TGLS,Tecnoglass Inc.,Basic Materials,Increase,Above Fair Price,UnderValued,No Data,19.49,0.0990576492627954,929181824.0,Small,1.74,1.4040000000000001,0.0093999999999999,10.708791,13.881765,3.0134982293285764,999.0,0.2307129598032249,0.6204938661455971,0.1518887999748144,0.616
