,ticker,name,sector,Earnings_expectation,irv_status,capm_status,esg_status,current_price,annu_return_10y,market_cap,marketcap_cat,beta,eps_ttm,growth_estimate_5y,pe_forward,pe_trailing,irv_FairValue,ESG_risk,capm_expected_return,AHV_5y,annu_return_5y,sharpe
180,ROK,"Rockwell Automation, Inc.",Industrials,Increase,Above Fair Price,UnderValued,Sustainable,261.4,0.1473889233387575,30325796864.0,Large,1.37,11.58,0.1241,21.947943,22.573402,106.47301365279812,19.68,0.1857360660519645,0.3094760899646972,0.1447335914221637,0.516
183,RTX,Raytheon Technologies Corporati,Industrials,Increase,Above Fair Price,UnderValued,No Data,93.84,0.0847585685743708,140457836544.0,Large,1.01,2.2,0.228,18.80561,42.65454,84.69595824615939,999.0,0.141974764023711,0.3146489886204377,0.0914307925312909,0.402
186,SNA,Snap-On Incorporated,Industrials,Increase,Above Fair Price,UnderValued,Not Sustainable,210.16,0.1541655065697553,11250915328.0,Large,1.22,14.653,0.1009999999999999,14.001332,14.342456,71.01096062083803,30.54,0.1675021902068589,0.3040004707631096,0.064358273456474,0.311
207,URI,"United Rentals, Inc.",Industrials,Increase,Above Fair Price,UnderValued,Sustainable,311.82,0.2219838569928927,22574022656.0,Large,1.91,16.534,0.2123,12.180469,18.85932,250.6596047236512,18.26,0.2513780190943446,0.4453862180187479,0.1910181712900607,0.663
219,XYL,Xylem Inc.,Industrials,Increase,Above Fair Price,UnderValued,Sustainable,89.845,0.1404035770882632,16201298944.0,Large,1.03,2.549,0.1876,29.948334,35.247154,60.00881253588295,15.95,0.1444059474697251,0.2925086550195359,0.1365956588064125,0.51
245,ARCB,ArcBest Corporation,Industrials,Increase,Below Fair Price,UnderValued,No Data,85.22,0.1736524112200526,2178930432.0,Small,1.65,6.407,0.33,9.532439,13.301077,157.72325871921169,999.0,0.2197726342961616,0.5066918586433663,0.2305083596253223,0.717
268,BBSI,"Barrett Business Services, Inc.",Industrials,Increase,Above Fair Price,UnderValued,No Data,60.73,0.1557594258792372,455773792.0,Small,1.48,4.519,0.15,12.547521,13.438813,30.3649979735,999.0,0.1991075750050419,0.4232542667018934,0.0093738154126106,0.382
297,CAR,"Avis Budget Group, Inc.",Industrials,Increase,Below Fair Price,OverValued,No Data,152.02,0.2789478520674229,8581164544.0,Small,2.07,11.807,0.275,7.7919016,12.875413,192.38970821355315,999.0,0.2708274866624572,0.807664127634697,0.3479364235397213,0.874
329,CMCO,Columbus McKinnon Corporation,Industrials,Increase,Below Fair Price,UnderValued,No Data,44.43,0.1031124634151925,1263589248.0,Small,1.15,0.921,0.25,12.341667,48.241043,47.04959369582648,999.0,0.1589930481458095,0.4228916109477854,0.1049400268351752,0.458
372,CVLG,"Covenant Logistics Group, Inc.",Industrials,Increase,Above Fair Price,UnderValued,No Data,21.35,0.1965117118568458,356918624.0,Small,1.53,1.02,0.05,5.6933336,20.931374,4.707507734592767,999.0,0.2051855336200771,0.5159290565035887,-0.0022873067643803,0.321
387,DSKE,"Daseke, Inc.",Industrials,Increase,Below Fair Price,UnderValued,No Data,11.25,0.0159869443698168,703004608.0,Small,2.12,0.789,0.25,11.968085,14.258555,11.913299953952752,999.0,0.2769054452774925,0.7112051786094267,0.0234526311051987,0.355
400,EGLE,Eagle Bulk Shipping Inc.,Industrials,Increase,Below Fair Price,UnderValued,No Data,56.72,-0.4401500708099217,770881536.0,Small,1.3,6.9,0.6967,3.8067117,8.22029,939.4446760384908,999.0,0.1772269239909152,0.6236259074192396,0.0380665691097732,0.451
410,ESEA,Euroseas Ltd.,Industrials,Increase,Above Fair Price,UnderValued,No Data,26.8,-0.1827885254047316,194163040.0,Small,0.38,2.966,0.05,2.2866893,9.035738,5.909189386458427,999.0,0.0653924854742675,0.9314015745438524,0.1444795185457219,0.649
428,FELE,"Franklin Electric Co., Inc.",Industrials,Increase,Above Fair Price,UnderValued,No Data,83.29,0.1323263868536961,3867213056.0,Small,0.99,2.97,0.134,25.08735,28.043772,36.71130382835852,999.0,0.1395435805776969,0.3386156530857834,0.1656248864410878,0.557
450,FORR,"Forrester Research, Inc.",Industrials,Increase,Above Fair Price,UnderValued,No Data,51.33,0.0585638067088247,984047488.0,Small,0.98,1.001,0.1,21.298756,51.27872,17.202630495969164,999.0,0.1383279888546899,0.3987872025863047,0.0540859443686552,0.318
460,FSTR,L.B. Foster Company,Industrials,Increase,Above Fair Price,UnderValued,No Data,15.14,-0.0681085771947838,164028272.0,Small,1.09,0.562,0.1,15.770834,26.939503,5.073988778583349,999.0,0.1516994978077673,0.4997262501327055,0.0094102578580066,0.307
467,FWRD,Forward Air Corporation,Industrials,Increase,Above Fair Price,UnderValued,No Data,98.63,0.1269830340028672,2658887168.0,Small,1.17,2.198,0.1316,18.71537,44.872612,42.6515608062754,999.0,0.1614242315918236,0.3143176018769033,0.1731505942036018,0.602
477,GLDD,Great Lakes Dredge & Dock Corpo,Industrials,Increase,Above Fair Price,UnderValued,No Data,13.96,0.0705126015317776,917681536.0,Small,0.66,0.53,-0.13,14.244898,26.339624,0.5665629300240363,999.0,0.0994290537184646,0.4070938411324524,0.222752384857183,0.771
509,HEES,"H&E Equipment Services, Inc.",Industrials,Increase,Below Fair Price,UnderValued,No Data,38.68,0.1625609872755551,1398011264.0,Small,2.17,0.962,0.357,15.983471,40.2079,85.78167719244135,999.0,0.2829834038925277,0.52621695907908,0.1335191173559389,0.521
525,HSON,"Hudson Global, Inc.",Industrials,Increase,Above Fair Price,UnderValued,No Data,29.45,-0.0417418326416716,79730872.0,Small,0.39,0.8,0.07,23.560001,36.8125,7.695356418605706,999.0,0.0666080771972745,0.4720195224275634,0.1752859877553145,0.694
532,HUBG,"Hub Group, Inc.",Industrials,Increase,Above Fair Price,UnderValued,No Data,78.31,0.0793846524340597,2711898624.0,Small,0.97,3.241,0.211,15.756539,24.162294,62.34532954427943,999.0,0.1371123971316828,0.3514621227647673,0.1017875199497295,0.446
563,ISSC,Innovative Solutions and Suppor,Industrials,Increase,Above Fair Price,UnderValued,No Data,7.26,0.1168901919199587,125208864.0,Small,1.2,0.29,0.2,25.034485,25.034485,5.324236215386216,999.0,0.1650710067608448,0.5447225581934024,0.1722447357478053,0.653
567,JOBS,"51job, Inc.",Industrials,Increase,Above Fair Price,UnderValued,No Data,50.1,0.0828136300223776,3378603520.0,Small,0.57,1.443,0.0302,2.2326202,34.719334,9.30724332144656,999.0,0.0884887282114012,0.4265230753174903,0.0772224848095117,0.349
577,KRNT,Kornit Digital Ltd.,Industrials,Increase,Below Fair Price,UnderValued,No Data,87.4,0.2009870940664569,4067307776.0,Small,1.72,0.43,0.847,63.79562,203.25581,3107.4412341364564,999.0,0.2282817763572109,0.5105995924074204,0.3923629587679522,0.807
584,LAWS,"Lawson Products, Inc.",Industrials,Increase,Above Fair Price,UnderValued,No Data,44.1,0.1013726465962754,400355232.0,Small,0.99,1.111,0.15,17.5,39.69397,22.050000335,999.0,0.1395435805776969,0.4441288826363362,0.1030915938647225,0.404
593,LECO,"Lincoln Electric Holdings, Inc.",Industrials,Increase,Above Fair Price,UnderValued,Average,127.28,0.1260966820599058,7515667456.0,Small,1.21,4.439,0.216,18.105263,28.673124,105.16028960921868,23.03,0.1662865984838518,0.2784767008876416,0.1062364964330315,0.453
615,LSTR,"Landstar System, Inc.",Industrials,Increase,Above Fair Price,UnderValued,No Data,150.93,0.1234841347809823,5751730688.0,Small,1.01,8.69,0.218,15.44831,17.368238,126.55828294118876,999.0,0.141974764023711,0.2751495705882278,0.1430785053824308,0.565
642,MGRC,McGrath RentCorp,Industrials,Increase,Above Fair Price,UnderValued,No Data,72.98,0.1145994309055702,1769516928.0,Small,0.83,3.78,0.1,16.738533,19.306879,24.458368400027915,999.0,0.1200941130095843,0.3394684708548099,0.1790863662158992,0.731
658,MRCY,Mercury Systems Inc,Industrials,Increase,Above Fair Price,UnderValued,No Data,52.15,0.1387679131337262,2954083840.0,Small,1.01,0.701,0.089,18.298246,74.39373,15.965948023475896,999.0,0.141974764023711,0.4179828370774337,0.1044538097980833,0.414
659,MRTN,"Marten Transport, Ltd.",Industrials,Increase,Above Fair Price,UnderValued,No Data,16.85,0.1294805864055883,1397586176.0,Small,0.92,0.97,0.1,14.911505,17.371134,5.647074434858427,999.0,0.1310344385166477,0.3496902076118318,0.1463160961255822,0.557
665,MYRG,"MYR Group, Inc.",Industrials,Increase,Above Fair Price,UnderValued,No Data,87.66,0.1408993937675202,1478815488.0,Small,1.04,4.806,0.08,17.222004,18.2397,24.90604095662089,999.0,0.1456215391927321,0.4624355924717044,0.18522252412251,0.592
696,NWPX,Northwest Pipe Company,Industrials,Increase,Above Fair Price,UnderValued,No Data,28.52,0.0111366916946351,281508672.0,Small,0.86,1.46,0.1,10.969232,19.534246,9.55813402550638,999.0,0.1237408881786054,0.4447160162377933,0.0835173043759129,0.414
702,OESX,"Orion Energy Systems, Inc.",Industrials,Decrease,Below Fair Price,UnderValued,No Data,2.89,0.0114113350684472,89799528.0,Small,2.24,1.027,0.25,6.4222226,2.8140216,3.060394610736127,999.0,0.291492545953577,0.66249916773806,0.1132012346230395,0.433
768,QRHC,Quest Resource Holding Corporat,Industrials,Increase,Above Fair Price,UnderValued,No Data,7.12,-0.0626665695817636,135428800.0,Small,1.3,0.122,0.15,50.857143,58.360653,3.559999833,999.0,0.1772269239909152,0.7049058337463724,0.2442769178286756,0.616
772,RCII,Rent-A-Center Inc.,Industrials,Increase,Below Fair Price,UnderValued,No Data,37.71,0.0293535558038797,2494146816.0,Small,1.48,2.799,0.3429999999999999,5.3112674,13.472669,76.1780924945449,999.0,0.1991075750050419,0.4803562063146793,0.2940292248414611,0.686
774,RCMT,"RCM Technologies, Inc.",Industrials,Increase,Above Fair Price,UnderValued,No Data,6.8,0.1306402082660656,71291200.0,Small,1.75,0.287,0.15,13.076924,23.69338,3.40000003,999.0,0.231928551526232,0.6899189803322338,0.0569007241431309,0.496
790,ROLL,RBC Bearings Incorporated,Industrials,Increase,Above Fair Price,UnderValued,No Data,180.5,0.1471251887042763,5211070976.0,Small,1.37,3.115,0.11,31.12069,57.945427,65.62562745186108,999.0,0.1857360660519645,0.4455291069811929,0.1454539487534316,0.523
798,SAIA,"Saia, Inc.",Industrials,Increase,Below Fair Price,OverValued,No Data,257.07,0.3683991146449874,6770350080.0,Small,1.34,8.23,0.3779999999999999,22.471155,31.235725,654.6117932660844,999.0,0.1820892908829433,0.3980324762427282,0.3984552947758813,1.064
806,SBLK,Star Bulk Carriers Corp.,Industrials,Increase,Above Fair Price,UnderValued,No Data,31.31,-0.0770388580726825,3201134336.0,Small,1.0,4.074,-0.1561,5.445217,7.685322,0.9660317850059154,999.0,0.140759172300704,0.5843020923180408,0.2701870053411555,0.644
881,TITN,Titan Machinery Inc.,Industrials,Increase,Below Fair Price,UnderValued,No Data,29.235,0.0037665194835125,660444992.0,Small,1.61,1.962,0.25,10.367022,14.900612,30.95869655715262,999.0,0.2149102674041334,0.5304318916426047,0.1595338734023426,0.567
885,TRNS,"Transcat, Inc.",Industrials,Increase,Below Fair Price,OverValued,No Data,74.73,0.2031195036550639,561879936.0,Small,0.74,1.529,0.25,38.127552,48.875084,79.13608487131347,999.0,0.1091537875025209,0.4238161836507193,0.4573818498349935,1.035
886,TRS,TriMas Corporation,Industrials,Increase,Above Fair Price,UnderValued,No Data,32.03,0.0562768700347593,1372706432.0,Small,0.69,1.581,0.0934,13.020325,20.259329,10.168525786003553,999.0,0.1030758288874857,0.3199267274904166,0.0749259764353982,0.369
904,ULH,"Universal Logistics Holdings, I",Industrials,Increase,Above Fair Price,UnderValued,No Data,18.09,0.0301702363127336,486973760.0,Small,1.48,2.74,0.03,5.566154,6.60219,3.3547722716328336,999.0,0.1991075750050419,0.4034629958188452,0.0692573140644774,0.432
908,USAK,"USA Truck, Inc.",Industrials,Increase,Below Fair Price,UnderValued,No Data,24.04,0.1080075558212638,213650464.0,Small,2.09,2.057,0.276,9.246155,11.686924,30.639383472514115,999.0,0.2732586701084714,0.6383075980240426,0.234641985594761,0.633
930,WWD,"Woodward, Inc.",Industrials,Increase,Above Fair Price,UnderValued,No Data,120.08,0.1119316245295913,7573709824.0,Small,1.64,3.18,0.182,25.333336,37.761005,76.8630112003905,999.0,0.2185570425731545,0.3890516546657856,0.1190142136948293,0.487
