ticker,name,sector,Earnings_expectation,irv_status,capm_status,esg_status,current_price,annu_return_10y,market_cap,marketcap_cat,beta,eps_ttm,growth_estimate_5y,pe_forward,pe_trailing,irv_FairValue,ESG_risk,capm_expected_return
ARE,Alexandria Real Estate Equities,Real Estate,,,,,187.16,0.13651675968624777,29003063296,,0.84,6.514,0.001,61.163403,28.731962,,15.15,
ATO,Atmos Energy Corporation,Utilities,,,,,106.49,0.15993241744875242,14131755008,,0.5,5.12,0.07200000000000001,18.079796,20.798828,,31.78,
ATVI,"Activision Blizzard, Inc",Communication Services,,,,,81.46,0.21990583827503543,63448297472,,0.67,3.371,0.1326,21.436842,24.164936,,19.12,
AVB,"AvalonBay Communities, Inc.",Real Estate,,,,,236.4101,0.09562870283254643,33036181504,,0.95,7.235,0.0254,60.308697,32.67589,,10.28,
AVGO,Broadcom Inc.,Technology,,,,,584.1565,0.35355603711049866,241183014912,,1.03,15.0,0.1474,16.204063,38.943768,,25.42,
AVY,Avery Dennison Corporation,Industrials,,,,,180.79,0.2226302929162749,14968615936,,1.01,8.907,0.0916,18.580679,20.29752,,17.64,
AWK,"American Water Works Company, I",Utilities,,,,,146.79,0.18518111217113176,26647961600,,,4.198,0.08199999999999999,32.69265,34.96665,,27.45,
AXP,American Express Company,Financial Services,,,,,195.11,0.15599011312213218,151123623936,,1.24,9.573,0.433,20.176836,20.38128,,20.34,
AZO,"AutoZone, Inc.",Consumer Cyclical,,,,,1908.71,0.18257025767084056,39385083904,,0.89,102.569,0.14,16.341694,18.609034,,11.34,
BA,Boeing Company (The),Industrials,,,,,203.4001,0.1290041518181182,119538040832,,1.47,-14.511,0.20170000000000002,42.731113,,,34.68,
BAC,Bank of America Corporation,Financial Services,,,,,45.6002,0.20916097009893186,373195669504,,1.51,3.34,0.2432,14.430443,13.652755,,27.27,
BAX,Baxter International Inc.,Healthcare,,,,,83.8,0.12272136882211292,41958072320,,0.64,2.376,0.1117,19.13242,35.269363,,27.1,
BBWI,"Bath & Body Works, Inc.",Consumer Cyclical,,,,,52.89,0.09562796904735471,13630969856,,1.76,5.741,0.1363,12.744577,9.21268,,16.37,
BBY,"Best Buy Co., Inc.",Consumer Cyclical,,,,,93.8,0.17938601369590182,22564622336,,1.59,10.343,0.094,10.162515,9.068935,,14.33,
BDX,"Becton, Dickinson and Company",Healthcare,,,,,265.405,0.15011514362957268,75651842048,,0.72,6.85,0.091,19.40095,38.745255,,28.31,
BEN,"Franklin Resources, Inc.",Financial Services,,,,,29.93,0.009947579551239594,15018724352,,1.2,3.57,0.0949,7.876316,8.383754,,19.51,
BF-B,Brown Forman Inc,Consumer Defensive,,,,,66.03,0.14835287800137098,30869948416,,0.81,1.6,0.1059,34.752632,41.26875,,22.36,
BIIB,Biogen Inc.,Healthcare,,,,,210.0,0.06057688093312108,30847528960,,0.44,10.217,-0.065,11.3329735,20.553978,,20.62,
BIO,"Bio-Rad Laboratories, Inc.",Healthcare,,,,,582.44,0.19054657142473297,17418450944,,0.87,220.476,0.17800000000000002,43.048042,2.641739,,20.69,
BK,The Bank of New York Mellon Cor,Financial Services,,,,,55.74,0.12356333099281036,46031261696,,1.15,3.925,0.1356,12.196937,14.201275,,22.79,
BKNG,Booking Holdings Inc. Common St,Consumer Cyclical,,,,,2592.075,0.16105698016861925,106430078976,,1.22,9.25,2.1141,25.822624,280.2243,,21.65,
BKR,Baker Hughes Company,Energy,,,,,29.185,-0.001522403449192744,25390016512,,1.62,0.18,3.4810000000000003,24.119833,162.13889,,,
BLK,"BlackRock, Inc.",Financial Services,,,,,750.39,0.17633160695919023,113996996608,,1.2,37.607,0.1315,17.76071,19.953466,,20.66,
BLL,Ball Corporation,Consumer Cyclical,,,,,90.586,0.17412656734750498,29340262400,,0.48,2.428,0.1564,22.257002,37.308895,,13.83,
BMY,Bristol-Myers Squibb Company,Healthcare,,,,,67.27,0.10929143156398258,149315174400,,0.59,-2.42,0.059699999999999996,8.580357,,,22.47,
BR,"Broadridge Financial Solutions,",Technology,,,,,141.55,0.2174805879625763,16501616640,,0.88,4.655,0.11800000000000001,20.106535,30.408163,,16.45,
BRK-B,Berkshire Hathaway Inc. New,Financial Services,,,,,313.48,0.14836318260273185,701966319616,,0.9,56269.562,0.233,24.567398,0.0055710403,,16.35,
BRO,"Brown & Brown, Inc.",Financial Services,,,,,66.11,0.1999416805337169,18671249408,,0.73,2.049,0.1322,28.868996,32.26452,,23.89,
BSX,Boston Scientific Corporation,Healthcare,,,,,43.09,0.21802943727551338,61402816512,,0.87,0.769,0.23,23.04278,56.03381,,25.84,
BWA,BorgWarner Inc.,Consumer Cyclical,,,,,43.175,0.02065675489162211,10352112640,,1.47,3.208,0.278,9.147246,13.458541,,13.44,
BXP,"Boston Properties, Inc.",Real Estate,,,,,121.005,0.0521152926569024,18901827584,,1.16,2.044,0.07,39.67377,59.2001,,13.57,
C,"Citigroup, Inc.",Financial Services,,,,,63.78,0.08771021350074903,126556733440,,1.69,10.558,0.19,8.124841,6.040917,,27.77,
CAG,"ConAgra Brands, Inc.",Consumer Defensive,,,,,35.7,0.09065157219416144,17124932608,,0.79,2.481,0.022400000000000003,13.522727,14.389359,,32.92,
CAH,"Cardinal Health, Inc.",Healthcare,,,,,54.06,0.05891331862219862,15233459200,,1.0,3.874,0.071,8.719356,13.954569,,12.17,
CARR,Carrier Global Corporation,Industrials,,,,,44.76,0.1428675835667519,38788345856,,,2.493,0.1446,19.128204,17.954271,,,
CAT,"Caterpillar, Inc.",Industrials,,,,,193.16,0.08421417137361953,104488361984,,0.9,9.348,0.3224,17.721102,20.663244,,34.28,
CB,Chubb Limited,Financial Services,,,,,204.88,0.14331320439164696,88250220544,,0.79,19.67,0.2883,14.178547,10.415862,,24.16,
CBOE,"Cboe Global Markets, Inc.",Financial Services,,,,,117.06,0.17190683107398244,12483629056,,0.63,4.184,0.0747,19.542572,27.97801,,19.55,
CBRE,CBRE Group Inc,Real Estate,,,,,99.53,0.1828078828087709,33309304832,,1.4,4.29,0.11,17.647163,23.200466,,6.99,
CCI,Crown Castle International Corp,Real Estate,,,,,162.985,0.15269141372450235,70442606592,,0.54,2.871,0.179,49.24018,56.769417,,13.2,
CCL,Carnival Corporation,Consumer Cyclical,,,,,21.94,-0.006523004467157922,25576775680,,2.17,-8.46,0.09949999999999999,12.982248,,,23.85,
CDAY,Ceridian HCM Holding Inc.,Technology,,,,,67.98,0.08095780724551149,10287482880,,1.48,-0.561,0.12,151.06668,,,,
CDNS,"Cadence Design Systems, Inc.",Technology,,,,,134.89,0.27473743512635673,37383548928,,1.07,2.48,0.182,37.89045,54.39113,,13.13,
CDW,CDW Corporation,Technology,,,,,181.94,0.2680672706048848,24693444608,,1.1,7.116,0.131,19.97146,25.567734,,9.14,
CE,Celanese Corporation Celanese C,Basic Materials,,,,,142.86,0.1334707248134681,15553310720,,1.27,24.792,0.2942,9.058972,5.762343,,30.53,
CERN,Cerner Corporation,Healthcare,,,,,91.755,0.09900947358236036,26811820032,,0.84,1.7,0.1352,24.933422,53.973526,,21.84,
CF,"CF Industries Holdings, Inc.",Basic Materials,,,,,75.82,0.10265506021965344,16261494784,,1.05,1.38,0.627,7.4333334,54.942028,,32.64,
CFG,"Citizens Financial Group, Inc.",Financial Services,,,,,53.3,0.11158653216035219,22716459008,,1.59,4.98,-0.0276,13.128078,10.702811,,22.21,
CHD,"Church & Dwight Company, Inc.",Consumer Defensive,,,,,97.2337,0.1682981034290656,24308426752,,0.41,3.278,0.0775,30.290873,29.662508,,19.66,
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,,,,,92.095,0.055239042639814606,11971152896,,0.76,5.646,0.12390000000000001,15.222314,16.311548,,19.83,
CHTR,"Charter Communications, Inc.",Communication Services,,,,,600.09,0.25182686738836435,107590746112,,0.94,21.943,0.36939999999999995,19.1906,27.347673,,26.38,
CI,Cigna Corporation,Healthcare,,,,,227.9,0.17910282538421174,75532435456,,0.88,24.027,0.11019999999999999,10.146928,9.485162,,11.65,
CINF,Cincinnati Financial Corporatio,Financial Services,,,,,124.245,0.16807720815370922,20020963328,,0.69,15.53,0.1439,24.031916,8.000322,,24.24,
CL,Colgate-Palmolive Company,Consumer Defensive,,,,,79.09,0.07862032700087807,66660925440,,0.62,3.14,0.061200000000000004,23.330381,25.187897,,22.12,
CLX,Clorox Company (The),Consumer Defensive,,,,,148.22,0.11078030916407734,18210754560,,0.2,3.467,-0.0174,22.22189,42.75166,,21.87,
CMA,Comerica Incorporated,Financial Services,,,,,95.6926,0.15433074204952923,12549988352,,1.51,8.031,-0.107,16.413824,11.915402,,27.12,
CMCSA,Comcast Corporation,Communication Services,,,,,47.12,0.14203813835265122,215287513088,,0.94,3.109,0.18100000000000002,12.769648,15.155998,,24.8,
CME,CME Group Inc.,Financial Services,,,,,236.7813,0.19883779132541068,85098962944,,0.46,6.78,0.051399999999999994,32.303043,34.923492,,14.59,
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,,,,,1493.76,0.14466772510194326,42027536384,,1.26,24.907,0.4464,45.07423,59.973503,,24.32,
CMI,Cummins Inc.,Industrials,,,,,216.06,0.08609460087822285,30903492608,,1.03,15.211,0.1852,11.83242,14.204194,,19.36,
CMS,CMS Energy Corporation,Utilities,,,,,62.47,0.14833995642929865,18097371136,,0.25,3.017,0.0562,21.766552,20.706,,21.01,
CNC,Centene Corporation,Healthcare,,,,,81.33,0.2096771446245873,47456296960,,0.54,1.249,0.10800000000000001,14.922936,65.1161,,22.69,
CNP,"CenterPoint Energy, Inc (Holdin",Utilities,,,,,27.295,0.07911496148523112,17164897280,,0.96,1.573,0.018000000000000002,19.358156,17.352194,,25.56,
COF,Capital One Financial Corporati,Financial Services,,,,,153.68,0.14019717588061553,65409589248,,1.65,26.739,0.452,7.9585705,5.74741,,23.22,
COO,"The Cooper Companies, Inc.",Healthcare,,,,,391.15,0.1735868982716129,19325939712,,0.86,59.16,0.1,23.952847,6.6117306,,20.84,
COP,ConocoPhillips,Energy,,,,,89.27,0.0808561275088817,117742665728,,1.62,3.687,-0.018000000000000002,11.444871,24.212095,,34.87,
COST,Costco Wholesale Corporation,Consumer Defensive,,,,,506.94,0.2279735109916361,224793411584,,0.68,11.63,0.0998,36.313755,43.588993,,23.31,
CPB,Campbell Soup Company,Consumer Defensive,,,,,44.85,0.06205162640620654,13532948480,,0.5,3.121,0.0236,15.41237,14.370394,,22.68,
CPRT,"Copart, Inc.",Industrials,,,,,122.42,0.2653868994574664,29036554240,,1.05,4.15,0.223,26.497835,29.498795,,22.71,
CRL,Charles River Laboratories Inte,Healthcare,,,,,288.495,0.2319964706405615,14558727168,,1.17,7.721,0.15560000000000002,25.174084,37.36498,,,
CRM,Salesforce.com Inc,Technology,,,,,197.13,0.1959252073953628,194173059072,,1.07,1.818,0.1002,41.853504,108.43235,,13.31,
CSCO,"Cisco Systems, Inc.",Technology,,,,,56.545,0.14084665525336626,238484750336,,0.98,2.69,0.0655,15.365488,21.020445,,11.83,
CSX,CSX Corporation,Industrials,,,,,34.325,0.1898319031080904,76132163584,,1.22,1.589,0.17550000000000002,19.283709,21.601637,,20.25,
CTAS,Cintas Corporation,Industrials,,,,,372.08,0.27019501367732923,38571298816,,1.46,10.702,0.11900000000000001,31.058432,34.767334,,21.41,
CTLT,"Catalent, Inc.",Healthcare,,,,,97.61,0.1718035335453003,16709660672,,1.34,3.177,0.1617,23.240477,30.723953,,,
CTRA,Coterra Energy Inc.,Energy,,,,,23.11,0.07416000177520843,18801786880,,-0.13,0.879,0.7331,6.4733896,26.29124,,46.68,
CTSH,Cognizant Technology Solutions ,Technology,,,,,85.76,0.09859810273007064,45567635456,,1.13,3.545,0.1398,18.973452,24.19182,,17.47,
CTVA,"Corteva, Inc.",Basic Materials,,,,,50.785,0.061890450147886966,37017645056,,0.79,2.202,0.2487,19.608109,23.063126,,,
CTXS,"Citrix Systems, Inc.",Technology,,,,,101.73,0.06003667082238451,12688071680,,0.04,2.518,0.065,19.377144,40.401115,,14.57,
CVS,CVS Health Corporation,Healthcare,,,,,102.33,0.11286259045995116,135081746432,,0.81,5.729,0.0571,12.373639,17.861755,,22.86,
CVX,Chevron Corporation,Energy,,,,,134.37,0.06494762706292079,259023699968,,1.27,5.173,-0.049,14.129336,25.975256,,43.22,
CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,,,,,76.36,0.3317348191100966,16323782656,,2.94,-5.422,0.275,58.29008,,,,
D,"Dominion Energy, Inc.",Utilities,,,,,79.46,0.08777231902271465,64355287040,,0.44,3.171,0.069,19.239708,25.05834,,28.24,
DAL,"Delta Air Lines, Inc.",Industrials,,,,,42.2108,0.17241540174104109,27015503872,,1.3,-0.112,-0.237,14.505429,,,26.46,
DD,"DuPont de Nemours, Inc.",Basic Materials,,,,,78.03,0.09404253410648611,40427655168,,1.26,10.821,0.1373,15.795547,7.2109785,,28.64,
DE,Deere & Company,Industrials,,,,,365.94,0.18355225080166626,112492519424,,0.98,18.99,0.1244,14.567675,19.270142,,16.87,
DFS,Discover Financial Services,Financial Services,,,,,123.14,0.17460907148571336,36089376768,,1.64,16.724,0.556,9.169024,7.3630705,,20.91,
DG,Dollar General Corporation,Consumer Defensive,,,,,196.275,0.17491107250968785,45478092800,,0.5,10.231,0.0662,17.446667,19.184341,,17.11,
DGX,Quest Diagnostics Incorporated,Healthcare,,,,,131.475,0.10906749671723848,16128696320,,1.02,16.633,-0.07780000000000001,14.957338,7.9044676,,20.9,
DHI,"D.R. Horton, Inc.",Consumer Cyclical,,,,,81.3366,0.20462182358947767,28970551296,,1.63,11.41,0.106,5.326562,7.1285367,,22.55,
DHR,Danaher Corporation,Healthcare,,,,,266.27,0.2602390341673422,190270423040,,0.7,7.882,0.223,26.259367,33.782032,,17.73,
DIS,Walt Disney Company (The),Communication Services,,,,,149.33,0.14929973647568118,271431172096,,1.19,1.094,0.3788,29.511858,136.49908,,14.4,
DISCA,"Discovery, Inc. - Series A",Communication Services,,,,,29.66,0.027716406388246018,14750569472,,1.31,1.495,0.0354,9.26875,19.839464,,17.36,
DISCK,"Discovery, Inc. - Series C",Communication Services,,,,,29.52,0.03751750076183957,15139391488,,1.31,1.495,0.2,9.253919,19.74582,,,
DISH,DISH Network Corporation,Communication Services,,,,,28.68,-0.0004864663811994241,15166041088,,2.11,4.159,-0.2556,10.353791,6.895889,,22.9,
DLR,"Digital Realty Trust, Inc.",Real Estate,,,,,134.6,0.11206372634793027,38197731328,,0.22,2.371,0.243,86.838715,56.7693,,13.02,
DLTR,"Dollar Tree, Inc.",Consumer Defensive,,,,,140.32,0.12284966479821889,31565828096,,0.75,5.942,0.149,18.784473,23.614946,,15.08,
DOV,Dover Corporation,Industrials,,,,,159.075,0.16048978849542306,22904412160,,1.38,6.489,0.14730000000000001,19.07374,24.514563,,25.09,
DOW,Dow Inc.,Basic Materials,,,,,60.51,0.035081837165122476,44754042880,,1.62,7.705,0.5600999999999999,9.484325,7.853342,,,
DPZ,Domino's Pizza Inc,Consumer Cyclical,,,,,429.2925,0.3128127318868734,15609204736,,0.53,13.175,0.12,27.894249,32.58387,,31.31,
DRE,Duke Realty Corporation,Real Estate,,,,,53.08,0.18500756316290112,20215517184,,0.62,2.436,0.06,73.72222,21.78982,,13.37,
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,,,,,144.085,0.160919318213502,18700072960,,1.45,6.995,0.301,17.051481,20.598286,,25.98,
DTE,DTE Energy Company,Utilities,,,,,118.785,0.13922782842536208,23011862528,,0.69,4.515,0.0672,20.065035,26.308971,,25.56,
DUK,Duke Energy Corporation (Holdin,Utilities,,,,,100.05,0.0951706020343115,76972769280,,0.32,3.91,0.025,18.290678,25.588236,,27.72,
DVA,DaVita Inc.,Healthcare,,,,,115.04,0.10345135911856641,11722575872,,1.24,8.563,0.1444,13.727923,13.434545,,21.55,
DVN,Devon Energy Corporation,Energy,,,,,53.7,-0.011922126965019486,36354899968,,3.06,2.014,0.25,10.267687,26.663357,,34.41,
DXC,DXC Technology Company,Technology,,,,,35.325,0.1386087774985285,8910343168,,2.4,1.52,0.284,8.2151165,23.240133,,16.19,
DXCM,"DexCom, Inc.",Healthcare,,,,,391.17,0.42676861824723566,37912981504,,0.79,5.302,0.185,108.05802,73.777824,,27.32,
EA,Electronic Arts Inc.,Communication Services,,,,,128.54,0.22331857368689456,36352139264,,0.87,2.715,0.2701,17.070383,47.344383,,10.36,
EBAY,eBay Inc.,Consumer Cyclical,,,,,55.7,0.14304557325043676,34868420608,,1.12,18.281,0.1249,12.3230095,3.0468793,,16.71,
ECL,Ecolab Inc.,Basic Materials,,,,,176.96,0.12278362533622156,50710900736,,1.01,3.911,0.1839,29.641542,45.246742,,24.09,
ED,"Consolidated Edison, Inc.",Utilities,,,,,85.05,0.08018299332742294,30086352896,,0.2,3.376,0.02,18.900002,25.192537,,23.29,
EFX,"Equifax, Inc.",Industrials,,,,,210.83,0.1881711355811717,25721681920,,1.43,5.654,0.136,23.957954,37.288647,,25.71,
EIX,Edison International,Utilities,,,,,60.58,0.0736191793573393,23014828032,,0.69,2.007,0.057999999999999996,13.056035,30.184357,,27.43,
EL,"Estee Lauder Companies, Inc. (T",Consumer Defensive,,,,,299.02,0.1929428841006422,107631353856,,1.0,8.248,0.1471,35.0551,36.253635,,25.91,
EMN,Eastman Chemical Company,Basic Materials,,,,,121.73,0.11218762710485276,16365381632,,1.53,3.726,0.204,12.733263,32.670425,,24.81,
EMR,Emerson Electric Company,Industrials,,,,,93.03,0.09492781815788941,55417876480,,1.51,3.82,0.1069,17.421347,24.353403,,30.94,
ENPH,"Enphase Energy, Inc.",Technology,,,,,135.73,0.3387453539590617,18311604224,,1.18,1.152,0.285,45.546978,117.82118,,,
EOG,"EOG Resources, Inc.",Energy,,,,,112.07,0.08395829052318927,65571033088,,2.01,5.187,0.711,11.343118,21.605938,,36.25,
EPAM,"EPAM Systems, Inc.",Technology,,,,,428.835,0.40864885125165307,24323348480,,1.43,7.211,0.285,38.391674,59.46956,,,
EQIX,"Equinix, Inc.",Real Estate,,,,,681.02,0.1989202102803438,61319860224,,0.36,4.743,0.37,88.10091,143.58423,,14.71,
EQR,Equity Residential,Real Estate,,,,,85.31,0.09050743318097032,31992614912,,0.81,2.823,0.065,58.83448,30.219624,,10.97,
ES,Eversource Energy (D/B/A),Utilities,,,,,82.95,0.12309150990642648,28518707200,,0.4,3.442,0.067,20.18248,24.099361,,19.05,
ESS,"Essex Property Trust, Inc.",Real Estate,,,,,316.765,0.1182308222442856,20617537536,,0.75,6.87,0.079,61.98924,46.108444,,13.89,
ETN,"Eaton Corporation, PLC",Industrials,,,,,153.15,0.20855859075308872,61045587968,,1.21,5.153,0.21239999999999998,20.640162,29.72055,,17.19,
ETR,Entergy Corporation,Utilities,,,,,105.055,0.0920090957258779,21114058752,,0.61,6.179,0.06,16.570189,17.001942,,30.28,
ETSY,"Etsy, Inc.",Consumer Cyclical,,,,,124.6914,0.153175513139572,15808499712,,1.55,3.367,0.40299999999999997,36.037975,37.033382,,,
EVRG,"Evergy, Inc.",Utilities,,,,,61.18,0.12155038094298586,14126401536,,0.45,3.836,0.0512,17.331446,15.948905,,,
EW,Edwards Lifesciences Corporatio,Healthcare,,,,,106.23,0.240792011109161,66323005440,,1.09,2.325,0.1531,41.17442,45.690323,,19.39,
EXC,Exelon Corporation,Utilities,,,,,41.59,0.09677180651577168,40688246784,,0.48,1.71,-0.004699999999999999,12.527109,24.321636,,24.36,
EXPD,Expeditors International of Was,Industrials,,,,,101.72,0.10226698021155102,17231775744,,0.79,6.758,0.078,16.094936,15.051791,,16.26,
EXPE,"Expedia Group, Inc.",Consumer Cyclical,,,,,204.505,0.2095911804025088,30988234752,,1.62,-6.512,0.228,29.638407,,,25.43,
EXR,Extra Space Storage Inc,Real Estate,,,,,187.16,0.2556068942265075,25059227648,,0.32,5.384,0.06,33.601437,34.76226,,13.94,
F,Ford Motor Company,Consumer Cyclical,,,,,17.43,0.07412916334722341,69654462464,,1.08,0.713,0.7767000000000001,8.758794,24.446003,,29.57,
FANG,"Diamondback Energy, Inc. - Comm",Energy,,,,,131.25,0.2301979495139148,23779219456,,2.52,2.561,0.5696,7.6799297,51.249508,,,
FAST,Fastenal Company,Industrials,,,,,50.81,0.09675165693778442,29224032256,,1.22,1.54,0.0633,29.369944,32.993507,,26.4,
FB,"Meta Platforms, Inc.",Communication Services,,,,,202.61,0.18148971718934614,563612418048,,1.28,13.974,0.21350000000000002,14.23823,14.49907,,32.44,
FBHS,"Fortune Brands Home & Security,",Consumer Cyclical,,,,,87.55,0.1738097285071745,11883511808,,1.63,5.418,0.2,13.874803,16.1591,,24.9,
FCX,"Freeport-McMoRan, Inc.",Basic Materials,,,,,42.74,0.018944832559293134,62762409984,,2.07,2.641,0.289,12.039437,16.183264,,34.5,
FDS,FactSet Research Systems Inc.,Financial Services,,,,,403.13,0.1757283007524164,15237185536,,0.75,10.53,0.0713,29.751291,38.28395,,20.15,
FDX,FedEx Corporation,Industrials,,,,,217.96,0.10017443016025451,57752641536,,1.29,18.181,0.17559999999999998,9.468288,11.98834,,20.45,
