,ticker,name,sector,Earnings_expectation,irv_status,capm_status,esg_status,current_price,annu_return_10y,market_cap,marketcap_cat,beta,eps_ttm,growth_estimate_5y,pe_forward,pe_trailing,irv_FairValue,ESG_risk,capm_expected_return,AHV_5y,annu_return_5y,sharpe
261,AXTI,AXT Inc,Technology,Increase,Above Fair Price,UnderValued,No Data,7.28,0.0362299068227542,311370720.0,Small,2.22,0.31,0.1,18.666668,23.483871,2.439804272465055,999.0,0.2890613625075629,0.665838210245403,0.04745176373283,0.367
319,CGNX,Cognex Corporation,Technology,Increase,Above Fair Price,UnderValued,No Data,64.43,0.208323369828237,11391160320.0,Large,1.66,1.649,0.15,37.242775,39.072163,32.214998393500004,999.0,0.2209882260191686,0.40305808187894,0.1472667916272874,0.457
322,CHKP,Check Point Software Technologi,Technology,Increase,Above Fair Price,UnderValued,Not Sustainable,133.69,0.0861426922917514,17753765888.0,Large,0.74,6.136,0.0659,18.213896,21.78781,33.74710566719339,20.39,0.1091537875025209,0.2462682148509708,0.0681460022658193,0.303
330,CMTL,Comtech Telecommunications Corp,Technology,Increase,Above Fair Price,UnderValued,No Data,19.87,-0.0182181053248609,523520864.0,Small,1.6,0.037,0.17,25.805197,537.02704,11.6027270160184,999.0,0.2136946756811264,0.5288148248351434,0.1335285962372401,0.301
335,COHU,"Cohu, Inc.",Technology,Decrease,Below Fair Price,UnderValued,No Data,31.22,0.112995938946905,1520054912.0,Small,1.74,3.46,0.5236999999999999,10.583051,9.023121,196.43439299433425,999.0,0.2307129598032249,0.5574890654039828,0.1983201834030354,0.479
363,CTG,"Computer Task Group, Incorporat",Technology,Increase,Above Fair Price,UnderValued,No Data,8.65,-0.0433237626426772,132714352.0,Small,0.76,0.47,0.15,12.183099,18.404255,4.324999924999999,999.0,0.111584970948535,0.4287559509544637,0.1427204209090329,0.362
375,CYBE,CyberOptics Corporation,Technology,Increase,Below Fair Price,UnderValued,No Data,39.47,0.1593176906267837,290323552.0,Small,1.66,1.441,0.25,24.364199,27.390701,41.79715157786589,999.0,0.2209882260191686,0.5759260119207776,-0.0029479188662586,0.392
379,DGII,Digi International Inc.,Technology,Increase,Above Fair Price,UnderValued,No Data,19.56,0.0500712287270412,678814144.0,Small,1.51,0.31,0.17,11.241379,63.09677,11.421707089449187,999.0,0.202754350174063,0.4616813334814163,0.0920276136191555,0.4
381,DIOD,Diodes Incorporated,Technology,Increase,Above Fair Price,UnderValued,No Data,87.13,0.1312289241856039,3922400768.0,Small,1.06,4.123,0.15,14.919519,21.13267,43.564999205,999.0,0.1480527226387462,0.4018221189305427,0.2865057081802322,0.808
386,DSGX,The Descartes Systems Group Inc,Technology,Increase,Below Fair Price,OverValued,No Data,69.62,0.2403157767600227,5893862400.0,Small,1.03,0.98,0.26,66.942314,71.04082,79.20605602242358,999.0,0.1444059474697251,0.2914318096367945,0.265617291632032,0.912
418,EXTR,"Extreme Networks, Inc.",Technology,Increase,Above Fair Price,UnderValued,No Data,11.48,0.1245307933685282,1491010816.0,Small,1.89,0.187,0.2,12.08421,61.39037,8.41903883851614,999.0,0.2489468356483305,0.6212021324050588,0.1642105843905552,0.494
421,FARO,"FARO Technologies, Inc.",Technology,Increase,Below Fair Price,UnderValued,No Data,53.19,-0.0086540763902756,968260096.0,Small,1.34,1.06,0.3,28.44385,50.179245,80.16957841355503,999.0,0.1820892908829433,0.4156556021567676,0.0709994786965115,0.369
515,HLIT,Harmonic Inc.,Technology,Increase,Above Fair Price,UnderValued,No Data,9.03,0.0351867125393869,926188992.0,Small,0.79,0.062,0.1939999999999999,18.42857,145.64516,6.330181010272184,999.0,0.1152317461175561,0.4899288790968419,0.1206304854534261,0.406
541,ICHR,Ichor Holdings,Technology,Increase,Above Fair Price,UnderValued,No Data,35.8,0.1386725292898096,1017103040.0,Small,2.13,2.468,0.1676,8.626506,14.505672,20.52197841085697,999.0,0.2781210370004995,0.6335581642601013,0.1595015949169198,0.495
546,IIVI,II-VI Incorporated,Technology,Increase,Above Fair Price,UnderValued,No Data,70.28,0.1159169309256786,7459518976.0,Small,1.48,2.468,0.0931,16.009111,28.4765,22.25667351053324,999.0,0.1991075750050419,0.5109448418135992,0.135907958256799,0.473
555,INOD,Innodata Inc.,Technology,Increase,Above Fair Price,UnderValued,No Data,5.06,-0.0075793631358257,137396704.0,Small,2.05,0.017,0.2,-101.2,297.64703,3.710830610046641,999.0,0.2683963032164432,0.6693936798758068,0.1927399796625142,0.694
621,MANT,ManTech International Corporati,Technology,Increase,Above Fair Price,UnderValued,No Data,78.57,0.1093704258622281,3200871168.0,Small,0.79,3.401,0.0538,22.512894,23.102028,17.896575095774367,999.0,0.1152317461175561,0.3442492911547311,0.1703290350329054,0.666
639,MGIC,Magic Software Enterprises Ltd.,Technology,Increase,Above Fair Price,UnderValued,No Data,18.3,0.1349968623294732,908245440.0,Small,1.39,0.57,0.1,17.428572,32.105263,6.133024437527181,999.0,0.1881672494979785,0.3340997843387309,0.2276767586951,0.694
646,MITK,"Mitek Systems, Inc.",Technology,Increase,Above Fair Price,UnderValued,No Data,14.65,0.0304828918629855,653721088.0,Small,0.37,0.18,0.15,13.691587,81.388885,7.32499965,999.0,0.0641768937512604,0.464200520895507,0.1934662334999624,0.579
647,MKSI,"MKS Instruments, Inc.",Technology,Increase,Above Fair Price,UnderValued,No Data,145.95,0.1822512523465012,8094226432.0,Small,1.42,9.299,0.1964999999999999,12.052023,15.695236,104.25763419364952,999.0,0.1918140246669996,0.4461346154491642,0.1812061083500291,0.558
662,MTLS,Materialise NV,Technology,Increase,Below Fair Price,UnderValued,No Data,19.34,0.0529007818446094,1136623360.0,Small,0.61,0.041,0.6307,96.7,471.7073,224.1364742240173,999.0,0.0933510951034294,0.6450872909331318,0.1767243590503358,0.559
663,MTSI,MACOM Technology Solutions Hold,Technology,Increase,Above Fair Price,UnderValued,No Data,58.23,0.1097713214821562,4053483520.0,Small,1.98,0.54,0.15,20.36014,107.83333,29.11499910000001,999.0,0.2598871611553939,0.6060017011586526,0.0464885435104149,0.361
666,NATI,National Instruments Corporatio,Technology,Increase,Above Fair Price,UnderValued,No Data,40.13,0.0624139537762762,5292424704.0,Small,1.09,0.402,0.0579,24.469513,99.825874,9.465862020278363,999.0,0.1516994978077673,0.3440716155318021,0.0663034972736615,0.316
686,NSIT,"Insight Enterprises, Inc.",Technology,Increase,Above Fair Price,UnderValued,No Data,99.4,0.1628297026901566,3467648512.0,Small,1.77,5.767,0.0744,12.925878,17.235998,26.950686023711263,999.0,0.2343597349722461,0.3668962206183461,0.221251214588112,0.644
705,OLED,Universal Display Corporation,Technology,Increase,Below Fair Price,UnderValued,No Data,135.9,0.1188253403537564,6404382208.0,Small,1.36,4.029,0.3278999999999999,26.235521,33.730453,247.9689028488721,999.0,0.1845204743289574,0.5104949504561083,0.2051098848709849,0.482
708,ON,ON Semiconductor Corporation,Technology,Increase,Below Fair Price,UnderValued,Average,58.44,0.204124897756418,25177937920.0,Large,1.74,1.532,0.5545,17.92638,38.146214,440.2670510449066,26.16,0.2307129598032249,0.5076552008702714,0.3437771630059403,0.766
718,OTEX,Open Text Corporation,Technology,Increase,Above Fair Price,UnderValued,Sustainable,42.5,0.1232153529852653,11541512192.0,Large,0.98,1.24,0.0931,9.361234,34.274193,13.459143172237315,14.99,0.1383279888546899,0.2530029381896369,0.0681908640293984,0.31
741,PLAB,"Photronics, Inc.",Technology,Increase,Above Fair Price,UnderValued,No Data,18.57,0.0989232447736547,1130922240.0,Small,0.88,0.89,0.1,12.38,20.865168,6.223511553067982,999.0,0.1261720716246195,0.4474287360914034,0.103952796378667,0.381
746,PLXS,Plexus Corp.,Technology,Increase,Above Fair Price,UnderValued,No Data,79.78,0.0813939116119604,2234605824.0,Small,1.12,4.76,0.0813,12.368993,16.760504,22.913914846247494,999.0,0.1553462729767885,0.3389049837609529,0.0763169271782671,0.359
751,POWI,"Power Integrations, Inc.",Technology,Increase,Below Fair Price,OverValued,No Data,87.75,0.1722359318560893,5294106624.0,Small,0.98,2.458,0.2529,26.75305,35.699757,94.8820944442877,999.0,0.1383279888546899,0.3968857974773399,0.2263545705249601,0.701
756,PRGS,Progress Software Corporation,Technology,Increase,Above Fair Price,UnderValued,No Data,43.6,0.0717171589003391,1911532928.0,Small,1.16,1.819,0.02,10.582524,23.969213,7.405893472666227,999.0,0.1602086398688166,0.3290061719630406,0.109126810007176,0.436
776,RDWR,Radware Ltd.,Technology,Increase,Above Fair Price,UnderValued,No Data,30.86,0.0619075956614949,1419519872.0,Small,0.91,0.34,0.15,35.471264,90.76471,15.4300007,999.0,0.1298188467936406,0.2657635201265618,0.1706600659695996,0.572
781,RIOT,"Riot Blockchain, Inc",Technology,Increase,Above Fair Price,UnderValued,No Data,15.95,0.2081313820003223,1859498880.0,Small,4.28,0.188,0.2,8.763736,84.84043,11.697185193470826,999.0,0.5394732574470132,1.229896455101742,0.4223640121868275,0.89
783,RMBS,"Rambus, Inc.",Technology,Increase,Above Fair Price,UnderValued,No Data,26.29,0.1318361572440334,2875205888.0,Small,0.99,0.002,0.0998,18.00685,13145.0,8.79636952716857,999.0,0.1395435805776969,0.3496219827032569,0.1609269711185883,0.603
832,SMCI,"Super Micro Computer, Inc.",Technology,Increase,Above Fair Price,UnderValued,No Data,39.8,0.0834392295377535,2032816768.0,Small,1.36,2.081,0.1,9.974937,19.12542,13.338490043917046,999.0,0.1845204743289574,0.5226867506114087,0.0872041738861002,0.43
836,SMTC,Semtech Corporation,Technology,Increase,Above Fair Price,UnderValued,No Data,69.93,0.0897450861313404,4506065408.0,Small,1.49,1.619,0.115,22.2707,43.19333,26.47444007718924,999.0,0.2003231667280489,0.436215709526236,0.1541638674458685,0.505
889,TSEM,Tower Semiconductor Ltd.,Technology,Increase,Above Fair Price,UnderValued,No Data,46.84,0.1487964988497756,5081624576.0,Small,1.3,1.189,0.15,22.199053,39.394447,23.4199987415,999.0,0.1772269239909152,0.4345294706901565,0.1669619669655748,0.501
890,TTD,"The Trade Desk, Inc.",Technology,Increase,Below Fair Price,OverValued,No Data,73.68,0.3767862631826879,37937168384.0,Large,2.33,0.561,0.28,80.96703,131.3369,96.58924924924064,999.0,0.3024328714606403,0.6833923859427746,0.9560834940030476,1.128
901,UCTT,"Ultra Clean Holdings, Inc.",Technology,Increase,Above Fair Price,UnderValued,No Data,45.85,0.1836164174019355,2058664960.0,Small,1.99,2.23,0.2,9.713984,20.560537,33.62482029779293,999.0,0.261102752878401,0.610451005860581,0.2907627885106301,0.612
923,WDAY,"Workday, Inc.",Technology,Increase,Above Fair Price,UnderValued,Sustainable,216.56,0.1609508866620008,54139998208.0,Large,1.35,0.117,0.1578999999999999,60.831463,1850.9402,115.16146369872278,13.09,0.1833048826059504,0.3837791491084036,0.213788007970384,0.684
78,ETR,Entergy Corporation,Utilities,Increase,Above Fair Price,UnderValued,Not Sustainable,105.055,0.0920090957258779,21114058752.0,Large,0.61,6.179,0.06,16.570189,17.001942,25.226613539582544,30.28,0.0933510951034294,0.2600919745149293,0.1187822842409551,0.495
39,CBRE,CBRE Group Inc,Real Estate,Increase,Above Fair Price,UnderValued,Sustainable,99.53,0.1828078828087709,33309304832.0,Large,1.4,4.29,0.11,17.647163,23.200466,36.18680586765678,6.99,0.1893828412209856,0.3512163589541254,0.2440649797706435,0.654
74,EQIX,"Equinix, Inc.",Real Estate,Increase,Below Fair Price,OverValued,Sustainable,681.02,0.1989202102803438,61319860224.0,Large,0.36,4.743,0.37,88.10091,143.58423,1645.6384035235496,14.71,0.0629613020282534,0.2722856217147544,0.1481630333115158,0.605
184,SBAC,SBA Communications Corporation,Real Estate,Increase,Below Fair Price,OverValued,Sustainable,297.16,0.2042531142449553,32325361664.0,Large,0.31,2.606,1.8932,74.663315,114.02917,599909.7544044027,14.52,0.0568833434132182,0.2676043181436077,0.2372684724334086,0.846
365,CTRE,"CareTrust REIT, Inc.",Real Estate,Increase,Above Fair Price,UnderValued,No Data,17.58,0.1338216037017932,1705836672.0,Small,1.11,0.777,0.102,17.58,22.625483,5.988839438066918,999.0,0.1541306812537814,0.4258918096373128,0.0775328280883758,0.35
485,GOOD,Gladstone Commercial Corporatio,Real Estate,Increase,Above Fair Price,UnderValued,No Data,21.09,0.0952568134548215,785990592.0,Small,1.0,0.029,0.06,-2109.0,727.2414,5.064292957215971,999.0,0.140759172300704,0.386789420937899,0.0848435896806378,0.397
581,LAMR,Lamar Advertising Company,Real Estate,Increase,Above Fair Price,UnderValued,Sustainable,109.85,0.1678058093415884,11121103872.0,Large,1.44,3.689,0.03,23.422174,29.777718,20.371571449737218,16.28,0.1942452081130137,0.4135499373875815,0.1285213396993358,0.441
